,index,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year_played,PT_DIFF,FTR,ho_Rating_max,ho_Rating_min,ho_Rating_avg,ho_Age_max,ho_Age_min,ho_Age_avg,ho_Skill_Moves_max,ho_Skill_Moves_min,ho_Skill_Moves_avg,ho_Ball_Control_max,ho_Ball_Control_min,ho_Ball_Control_avg,ho_Dribbling_max,ho_Dribbling_min,ho_Dribbling_avg,ho_Marking_max,ho_Marking_min,ho_Marking_avg,ho_Sliding_Tackle_max,ho_Sliding_Tackle_min,ho_Sliding_Tackle_avg,ho_Standing_Tackle_max,ho_Standing_Tackle_min,ho_Standing_Tackle_avg,ho_Aggression_max,ho_Aggression_min,ho_Aggression_avg,ho_Reactions_max,ho_Reactions_min,ho_Reactions_avg,ho_Attacking_Position_max,ho_Attacking_Position_min,ho_Attacking_Position_avg,ho_Interceptions_max,ho_Interceptions_min,ho_Interceptions_avg,ho_Vision_max,ho_Vision_min,ho_Vision_avg,ho_Composure_max,ho_Composure_min,ho_Composure_avg,ho_Crossing_max,ho_Crossing_min,ho_Crossing_avg,ho_Short_Pass_max,ho_Short_Pass_min,ho_Short_Pass_avg,ho_Long_Pass_max,ho_Long_Pass_min,ho_Long_Pass_avg,ho_Acceleration_max,ho_Acceleration_min,ho_Acceleration_avg,ho_Speed_max,ho_Speed_min,ho_Speed_avg,ho_Stamina_max,ho_Stamina_min,ho_Stamina_avg,ho_Strength_max,ho_Strength_min,ho_Strength_avg,ho_Balance_max,ho_Balance_min,ho_Balance_avg,ho_Agility_max,ho_Agility_min,ho_Agility_avg,ho_Jumping_max,ho_Jumping_min,ho_Jumping_avg,ho_Heading_max,ho_Heading_min,ho_Heading_avg,ho_Shot_Power_max,ho_Shot_Power_min,ho_Shot_Power_avg,ho_Finishing_max,ho_Finishing_min,ho_Finishing_avg,ho_Long_Shots_max,ho_Long_Shots_min,ho_Long_Shots_avg,ho_Curve_max,ho_Curve_min,ho_Curve_avg,ho_Freekick_Accuracy_max,ho_Freekick_Accuracy_min,ho_Freekick_Accuracy_avg,ho_Penalties_max,ho_Penalties_min,ho_Penalties_avg,ho_Volleys_max,ho_Volleys_min,ho_Volleys_avg,ho_GK_Positioning_max,ho_GK_Positioning_min,ho_GK_Positioning_avg,ho_GK_Diving_max,ho_GK_Diving_min,ho_GK_Diving_avg,ho_GK_Kicking_max,ho_GK_Kicking_min,ho_GK_Kicking_avg,ho_GK_Handling_max,ho_GK_Handling_min,ho_GK_Handling_avg,ho_GK_Reflexes_max,ho_GK_Reflexes_min,ho_GK_Reflexes_avg,aw_Rating_max,aw_Rating_min,aw_Rating_avg,aw_Age_max,aw_Age_min,aw_Age_avg,aw_Skill_Moves_max,aw_Skill_Moves_min,aw_Skill_Moves_avg,aw_Ball_Control_max,aw_Ball_Control_min,aw_Ball_Control_avg,aw_Dribbling_max,aw_Dribbling_min,aw_Dribbling_avg,aw_Marking_max,aw_Marking_min,aw_Marking_avg,aw_Sliding_Tackle_max,aw_Sliding_Tackle_min,aw_Sliding_Tackle_avg,aw_Standing_Tackle_max,aw_Standing_Tackle_min,aw_Standing_Tackle_avg,aw_Aggression_max,aw_Aggression_min,aw_Aggression_avg,aw_Reactions_max,aw_Reactions_min,aw_Reactions_avg,aw_Attacking_Position_max,aw_Attacking_Position_min,aw_Attacking_Position_avg,aw_Interceptions_max,aw_Interceptions_min,aw_Interceptions_avg,aw_Vision_max,aw_Vision_min,aw_Vision_avg,aw_Composure_max,aw_Composure_min,aw_Composure_avg,aw_Crossing_max,aw_Crossing_min,aw_Crossing_avg,aw_Short_Pass_max,aw_Short_Pass_min,aw_Short_Pass_avg,aw_Long_Pass_max,aw_Long_Pass_min,aw_Long_Pass_avg,aw_Acceleration_max,aw_Acceleration_min,aw_Acceleration_avg,aw_Speed_max,aw_Speed_min,aw_Speed_avg,aw_Stamina_max,aw_Stamina_min,aw_Stamina_avg,aw_Strength_max,aw_Strength_min,aw_Strength_avg,aw_Balance_max,aw_Balance_min,aw_Balance_avg,aw_Agility_max,aw_Agility_min,aw_Agility_avg,aw_Jumping_max,aw_Jumping_min,aw_Jumping_avg,aw_Heading_max,aw_Heading_min,aw_Heading_avg,aw_Shot_Power_max,aw_Shot_Power_min,aw_Shot_Power_avg,aw_Finishing_max,aw_Finishing_min,aw_Finishing_avg,aw_Long_Shots_max,aw_Long_Shots_min,aw_Long_Shots_avg,aw_Curve_max,aw_Curve_min,aw_Curve_avg,aw_Freekick_Accuracy_max,aw_Freekick_Accuracy_min,aw_Freekick_Accuracy_avg,aw_Penalties_max,aw_Penalties_min,aw_Penalties_avg,aw_Volleys_max,aw_Volleys_min,aw_Volleys_avg,aw_GK_Positioning_max,aw_GK_Positioning_min,aw_GK_Positioning_avg,aw_GK_Diving_max,aw_GK_Diving_min,aw_GK_Diving_avg,aw_GK_Kicking_max,aw_GK_Kicking_min,aw_GK_Kicking_avg,aw_GK_Handling_max,aw_GK_Handling_min,aw_GK_Handling_avg,aw_GK_Reflexes_max,aw_GK_Reflexes_min,aw_GK_Reflexes_avg
10,30784,2009-04-01,Iran,Senegal,1,1,Friendly,Teheran,Iran,False,2009,0,T,77,62,70.55555555555556,30,20,24.333333333333332,4,1,2.7777777777777777,76,15,66.33333333333333,79,7,65.55555555555556,63,7,33.44444444444444,61,14,38.666666666666664,70,14,40.111111111111114,68,26,55.77777777777778,75,58,68.55555555555556,75,6,60.0,66,14,42.44444444444444,73,44,62.44444444444444,77,34,59.44444444444444,75,12,58.111111111111114,74,24,60.888888888888886,66,18,52.111111111111114,88,22,72.66666666666667,91,22,72.66666666666667,82,21,62.44444444444444,74,41,64.55555555555556,88,36,68.0,82,44,70.66666666666667,90,52,66.44444444444444,76,13,56.22222222222222,78,14,62.44444444444444,79,8,60.111111111111114,76,5,58.77777777777778,67,13,54.22222222222222,69,14,48.44444444444444,71,11,53.888888888888886,72,6,56.666666666666664,58,6,15.333333333333334,63,6,15.666666666666666,59,6,17.0,60,7,16.0,63,7,17.11111111111111,83,60,74.77777777777777,31,18,25.11111111111111,4,1,2.4444444444444446,82,17,66.05555555555556,85,15,64.61111111111111,85,11,49.611111111111114,84,10,49.55555555555556,86,14,52.833333333333336,86,16,62.94444444444444,81,52,71.77777777777777,82,11,58.333333333333336,85,21,52.55555555555556,77,24,56.888888888888886,80,23,61.72222222222222,75,12,56.388888888888886,80,34,65.22222222222223,82,25,56.72222222222222,94,42,73.22222222222223,92,40,75.22222222222223,91,31,71.33333333333333,94,52,74.94444444444444,85,43,65.88888888888889,88,48,70.72222222222223,85,47,70.66666666666667,88,11,59.27777777777778,84,19,63.333333333333336,81,11,50.833333333333336,74,12,50.888888888888886,78,12,48.388888888888886,66,12,43.55555555555556,75,20,52.333333333333336,86,11,45.0,73,4,17.666666666666668,75,4,16.833333333333332,64,4,15.61111111111111,71,6,15.88888888888889,73,4,17.27777777777778
11,30798,2009-04-01,Serbia,Sweden,2,0,Friendly,Belgrade,Serbia,False,2009,2,H,80,67,74.11111111111111,33,19,25.38888888888889,4,1,2.611111111111111,86,9,67.05555555555556,84,8,62.388888888888886,87,9,47.44444444444444,83,13,49.388888888888886,84,22,52.388888888888886,90,20,67.61111111111111,83,64,72.16666666666667,79,9,59.55555555555556,82,14,49.94444444444444,84,40,60.72222222222222,78,40,65.22222222222223,82,11,57.388888888888886,81,35,65.38888888888889,77,40,60.27777777777778,89,39,66.44444444444444,89,35,67.88888888888889,89,38,69.88888888888889,86,39,72.27777777777777,88,34,59.44444444444444,86,32,61.55555555555556,85,33,68.77777777777777,87,10,60.111111111111114,80,36,66.72222222222223,76,13,52.111111111111114,78,20,55.5,83,12,55.77777777777778,79,9,47.22222222222222,80,9,51.833333333333336,82,20,51.5,77,6,17.166666666666668,69,6,16.72222222222222,75,6,18.11111111111111,75,6,17.22222222222222,68,6,17.77777777777778,80,69,74.15,30,22,26.2,4,1,2.35,83,17,63.6,82,11,59.1,79,11,44.6,77,12,46.65,79,12,50.0,90,24,66.2,78,64,72.1,83,13,54.2,81,19,50.0,81,30,61.85,78,18,66.2,76,11,51.7,80,26,64.65,77,26,59.8,84,28,63.4,86,40,65.8,93,33,70.65,90,52,73.3,84,31,58.05,86,33,65.15,88,39,66.3,78,13,52.25,85,17,64.75,80,11,50.5,80,12,55.75,80,12,56.25,80,11,50.25,81,13,52.3,77,11,52.8,74,5,20.45,75,5,19.65,76,5,19.8,75,5,18.6,78,5,19.85
12,30827,2009-05-20,Argentina,Panama,3,1,Friendly,Santa Fe,Argentina,False,2009,2,H,93,74,81.1304347826087,35,20,27.956521739130434,5,1,2.9130434782608696,95,19,72.26086956521739,97,12,66.73913043478261,82,12,45.869565217391305,83,12,49.52173913043478,84,11,51.73913043478261,89,18,65.56521739130434,95,64,77.82608695652173,93,7,61.26086956521739,90,19,51.69565217391305,90,38,68.6086956521739,94,28,71.78260869565217,88,12,63.69565217391305,88,24,70.73913043478261,87,21,66.73913043478261,92,30,73.95652173913044,90,32,73.34782608695652,89,25,73.08695652173913,89,45,70.34782608695652,95,33,71.1304347826087,91,29,73.34782608695652,90,44,70.65217391304348,88,11,59.26086956521739,87,20,67.8695652173913,95,10,58.130434782608695,88,14,61.82608695652174,89,14,63.65217391304348,90,11,58.17391304347826,84,12,55.0,88,12,56.17391304347826,78,5,19.565217391304348,80,5,18.608695652173914,71,4,17.391304347826086,76,4,18.565217391304348,80,5,19.608695652173914,72,62,67.57142857142857,32,25,29.142857142857142,4,2,2.5714285714285716,68,34,58.57142857142857,69,22,54.0,70,22,58.285714285714285,68,27,56.714285714285715,73,25,59.857142857142854,81,49,68.57142857142857,73,57,66.14285714285714,65,39,48.285714285714285,68,35,59.714285714285715,67,36,57.142857142857146,71,42,56.285714285714285,72,33,49.142857142857146,79,37,60.285714285714285,77,40,59.57142857142857,77,34,63.857142857142854,80,34,62.42857142857143,79,55,69.14285714285714,95,55,74.57142857142857,83,32,60.42857142857143,81,34,62.857142857142854,72,59,65.0,75,39,56.714285714285715,74,41,60.57142857142857,63,21,42.714285714285715,67,31,46.857142857142854,70,27,48.0,69,23,44.42857142857143,69,36,51.42857142857143,65,19,42.285714285714285,13,6,9.285714285714286,14,6,8.714285714285714,16,6,12.142857142857142,15,6,10.571428571428571,13,6,10.0
13,30843,2009-05-31,Japan,Belgium,4,0,Kirin Cup,Tokyo,Japan,False,2009,4,H,82,69,74.3529411764706,34,22,26.941176470588236,4,1,2.6470588235294117,85,12,67.17647058823529,88,8,64.88235294117646,76,9,45.23529411764706,78,11,45.11764705882353,79,12,46.94117647058823,80,16,52.64705882352941,84,58,72.58823529411765,83,11,59.05882352941177,73,12,48.05882352941177,81,25,61.35294117647059,81,26,65.52941176470588,78,12,55.0,84,17,67.0,82,28,59.1764705882353,87,34,73.05882352941177,84,32,69.47058823529412,85,30,71.0,78,34,59.294117647058826,92,46,72.23529411764706,95,34,74.88235294117646,90,54,72.17647058823529,74,11,53.529411764705884,84,15,59.64705882352941,76,8,49.94117647058823,82,6,53.05882352941177,85,13,56.705882352941174,84,10,51.11764705882353,78,15,53.0,75,9,51.529411764705884,71,5,15.470588235294118,72,3,17.41176470588235,75,5,17.470588235294116,73,3,16.647058823529413,74,3,17.058823529411764,89,68,80.71428571428571,31,19,25.666666666666668,4,1,2.7142857142857144,88,23,69.28571428571429,90,13,65.04761904761905,86,11,47.095238095238095,86,16,50.42857142857143,88,14,53.19047619047619,94,23,63.95238095238095,88,57,77.66666666666667,85,13,61.714285714285715,86,15,51.04761904761905,88,38,65.9047619047619,86,50,73.52380952380952,90,11,62.0,89,32,69.57142857142857,82,31,65.19047619047619,93,44,69.76190476190476,89,46,71.04761904761905,90,31,69.61904761904762,93,42,74.52380952380952,92,42,59.714285714285715,94,28,66.71428571428571,88,58,70.80952380952381,91,13,59.333333333333336,88,21,72.42857142857143,87,11,58.0,88,16,63.333333333333336,84,16,61.04761904761905,84,11,56.714285714285715,81,13,60.42857142857143,82,12,57.904761904761905,86,6,20.285714285714285,84,5,19.904761904761905,74,5,18.714285714285715,91,6,19.428571428571427,89,4,20.714285714285715
14,30849,2009-06-02,France,Nigeria,0,1,Friendly,Saint-Étienne,France,False,2009,1,A,88,70,81.33333333333333,32,19,24.571428571428573,5,1,2.5714285714285716,90,17,69.28571428571429,89,10,63.857142857142854,84,10,55.04761904761905,85,11,55.76190476190476,89,10,57.857142857142854,90,26,67.57142857142857,90,65,78.04761904761905,91,10,57.666666666666664,91,23,60.76190476190476,86,22,60.23809523809524,88,35,70.42857142857143,82,13,58.57142857142857,85,27,70.23809523809524,87,28,64.28571428571429,93,53,73.76190476190476,91,43,73.47619047619048,94,28,70.85714285714286,91,43,72.23809523809524,90,36,66.71428571428571,90,52,70.52380952380952,89,58,75.61904761904762,88,10,60.714285714285715,90,23,66.28571428571429,88,10,53.80952380952381,88,11,57.476190476190474,84,11,56.523809523809526,82,10,51.80952380952381,81,11,52.80952380952381,87,11,51.0,82,4,19.666666666666668,87,5,20.476190476190474,77,2,19.285714285714285,87,3,19.904761904761905,90,3,21.476190476190474,78,66,72.92307692307692,29,20,23.615384615384617,4,2,2.6153846153846154,83,48,67.53846153846153,84,24,64.84615384615384,72,15,56.92307692307692,76,12,58.46153846153846,77,22,60.76923076923077,80,33,63.61538461538461,79,58,70.46153846153847,79,28,56.76923076923077,76,17,58.61538461538461,75,30,55.38461538461539,75,38,60.84615384615385,74,30,56.07692307692308,80,50,65.15384615384616,76,42,57.61538461538461,95,65,79.61538461538461,92,73,80.23076923076923,91,63,75.6923076923077,85,45,72.53846153846153,91,52,70.61538461538461,89,40,71.0,84,50,68.38461538461539,78,42,62.0,80,36,63.0,79,22,48.30769230769231,77,23,53.61538461538461,75,24,50.69230769230769,61,23,42.53846153846154,74,31,51.84615384615385,75,26,47.30769230769231,16,6,12.0,16,6,10.307692307692308,16,7,11.692307692307692,16,5,10.846153846153847,16,6,12.23076923076923
15,30861,2009-06-06,Argentina,Colombia,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2009,1,H,93,74,81.1304347826087,35,20,27.956521739130434,5,1,2.9130434782608696,95,19,72.26086956521739,97,12,66.73913043478261,82,12,45.869565217391305,83,12,49.52173913043478,84,11,51.73913043478261,89,18,65.56521739130434,95,64,77.82608695652173,93,7,61.26086956521739,90,19,51.69565217391305,90,38,68.6086956521739,94,28,71.78260869565217,88,12,63.69565217391305,88,24,70.73913043478261,87,21,66.73913043478261,92,30,73.95652173913044,90,32,73.34782608695652,89,25,73.08695652173913,89,45,70.34782608695652,95,33,71.1304347826087,91,29,73.34782608695652,90,44,70.65217391304348,88,11,59.26086956521739,87,20,67.8695652173913,95,10,58.130434782608695,88,14,61.82608695652174,89,14,63.65217391304348,90,11,58.17391304347826,84,12,55.0,88,12,56.17391304347826,78,5,19.565217391304348,80,5,18.608695652173914,71,4,17.391304347826086,76,4,18.565217391304348,80,5,19.608695652173914,83,70,76.8125,33,20,27.125,5,1,2.6875,86,19,68.1875,90,12,64.25,80,10,46.1875,81,12,49.25,82,13,51.6875,86,20,62.6875,82,53,72.3125,87,12,57.1875,80,16,53.375,79,40,61.9375,80,22,64.1875,78,11,58.75,78,23,66.875,76,24,61.25,94,34,73.125,93,34,74.1875,90,29,70.75,87,38,66.75,90,45,67.875,91,44,73.25,90,56,74.5625,81,15,58.4375,84,25,68.0,88,10,52.25,80,12,56.75,80,10,54.3125,77,13,50.6875,79,26,57.6875,82,12,48.4375,77,5,17.5625,83,5,20.4375,78,6,18.125,75,5,17.5625,84,6,19.9375
16,30887,2009-06-06,Sweden,Denmark,0,1,FIFA World Cup qualification,Solna,Sweden,False,2009,1,A,80,69,74.15,30,22,26.2,4,1,2.35,83,17,63.6,82,11,59.1,79,11,44.6,77,12,46.65,79,12,50.0,90,24,66.2,78,64,72.1,83,13,54.2,81,19,50.0,81,30,61.85,78,18,66.2,76,11,51.7,80,26,64.65,77,26,59.8,84,28,63.4,86,40,65.8,93,33,70.65,90,52,73.3,84,31,58.05,86,33,65.15,88,39,66.3,78,13,52.25,85,17,64.75,80,11,50.5,80,12,55.75,80,12,56.25,80,11,50.25,81,13,52.3,77,11,52.8,74,5,20.45,75,5,19.65,76,5,19.8,75,5,18.6,78,5,19.85,85,67,75.05,33,19,24.85,4,1,2.5,86,12,67.1,84,13,63.95,81,12,47.45,81,12,46.1,86,11,53.25,84,17,62.9,85,57,70.5,84,10,60.75,81,12,51.65,88,39,63.9,82,30,65.15,86,14,57.4,87,25,67.25,85,30,61.6,89,29,69.5,88,34,71.5,89,25,72.55,94,52,73.15,81,29,61.8,90,31,64.45,85,34,67.4,86,12,59.8,85,21,65.65,78,9,55.9,80,13,56.1,85,14,54.35,87,7,52.15,76,12,53.25,75,7,52.55,74,6,17.25,74,6,16.8,73,6,16.8,79,6,17.35,77,6,17.0
17,30891,2009-06-06,Uruguay,Brazil,0,4,FIFA World Cup qualification,Montevideo,Uruguay,False,2009,4,A,92,69,78.25,31,19,25.916666666666668,4,1,2.5833333333333335,91,24,69.08333333333333,86,18,64.66666666666667,87,12,53.583333333333336,89,18,57.166666666666664,86,16,60.0,86,22,67.25,93,60,73.33333333333333,92,17,56.833333333333336,88,28,59.333333333333336,84,43,61.5,83,35,66.83333333333333,77,17,59.416666666666664,83,25,68.75,76,25,61.416666666666664,88,40,71.75,88,48,73.66666666666667,92,18,73.08333333333333,93,57,72.41666666666667,93,32,65.25,86,31,69.5,93,31,68.66666666666667,92,13,62.333333333333336,87,24,63.75,94,21,49.083333333333336,86,15,53.25,86,15,56.833333333333336,84,13,50.416666666666664,85,23,53.583333333333336,88,12,52.833333333333336,75,2,17.916666666666668,81,2,16.333333333333332,71,4,18.833333333333332,75,3,15.333333333333334,81,4,18.25,92,70,80.37037037037037,36,19,27.185185185185187,5,1,2.888888888888889,95,21,71.33333333333333,96,12,67.44444444444444,90,9,56.48148148148148,89,8,58.22222222222222,91,12,61.592592592592595,87,27,65.33333333333333,88,67,78.92592592592592,90,13,59.407407407407405,91,11,60.888888888888886,83,38,65.92592592592592,84,31,70.25925925925925,87,11,58.7037037037037,83,15,69.25925925925925,82,20,65.0,96,42,73.70370370370371,91,35,74.33333333333333,92,32,72.37037037037037,88,49,70.85185185185185,91,37,69.70370370370371,96,30,72.33333333333333,93,46,70.85185185185185,84,12,59.333333333333336,88,21,68.14814814814815,89,11,53.666666666666664,84,11,58.48148148148148,81,12,57.55555555555556,85,13,58.370370370370374,81,17,55.96296296296296,83,14,53.888888888888886,78,3,17.22222222222222,81,3,17.814814814814813,82,3,17.25925925925926,76,3,17.444444444444443,87,3,17.88888888888889
18,30906,2009-06-10,Colombia,Peru,1,0,FIFA World Cup qualification,Medellín,Colombia,False,2009,1,H,83,70,76.8125,33,20,27.125,5,1,2.6875,86,19,68.1875,90,12,64.25,80,10,46.1875,81,12,49.25,82,13,51.6875,86,20,62.6875,82,53,72.3125,87,12,57.1875,80,16,53.375,79,40,61.9375,80,22,64.1875,78,11,58.75,78,23,66.875,76,24,61.25,94,34,73.125,93,34,74.1875,90,29,70.75,87,38,66.75,90,45,67.875,91,44,73.25,90,56,74.5625,81,15,58.4375,84,25,68.0,88,10,52.25,80,12,56.75,80,10,54.3125,77,13,50.6875,79,26,57.6875,82,12,48.4375,77,5,17.5625,83,5,20.4375,78,6,18.125,75,5,17.5625,84,6,19.9375,79,63,69.4375,32,21,25.5625,5,1,2.6875,80,17,59.25,83,11,58.875,71,5,38.75,75,11,41.5,72,12,43.375,80,16,52.625,77,46,63.25,78,5,49.125,67,6,41.0,78,23,53.0625,81,25,56.1875,80,10,54.8125,77,23,58.5625,73,21,52.625,93,33,70.25,92,26,69.5625,86,30,61.6875,80,29,56.5625,85,48,70.75,90,31,68.5625,81,42,63.5,75,12,52.3125,81,15,57.875,75,8,45.75,76,9,51.0625,82,11,49.875,80,12,49.125,79,13,49.75,76,8,47.0625,72,10,22.875,77,6,22.6875,69,5,20.875,69,7,21.75,72,6,20.6875
19,30916,2009-06-10,Korea Republic,Saudi Arabia,0,0,FIFA World Cup qualification,Seoul,Korea Republic,False,2009,0,T,74,67,70.5,30,26,28.0,2,2,2.0,65,50,57.5,69,55,62.0,70,66,68.0,69,66,67.5,72,70,71.0,79,63,71.0,74,70,72.0,73,52,62.5,63,56,59.5,62,62,62.0,60,60,60.0,75,75,75.0,67,64,65.5,66,61,63.5,87,81,84.0,90,53,71.5,90,90,90.0,71,60,65.5,80,64,72.0,77,70,73.5,87,86,86.5,58,44,51.0,72,53,62.5,55,24,39.5,66,58,62.0,76,59,67.5,73,56,64.5,70,45,57.5,45,24,34.5,10,7,8.5,16,11,13.5,13,6,9.5,15,11,13.0,15,15,15.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0,50,50,50.0
20,30929,2009-06-15,Brazil,Egypt,4,3,Confederations Cup,Bloemfontein,South Africa,True,2009,1,H,92,70,80.37037037037037,36,19,27.185185185185187,5,1,2.888888888888889,95,21,71.33333333333333,96,12,67.44444444444444,90,9,56.48148148148148,89,8,58.22222222222222,91,12,61.592592592592595,87,27,65.33333333333333,88,67,78.92592592592592,90,13,59.407407407407405,91,11,60.888888888888886,83,38,65.92592592592592,84,31,70.25925925925925,87,11,58.7037037037037,83,15,69.25925925925925,82,20,65.0,96,42,73.70370370370371,91,35,74.33333333333333,92,32,72.37037037037037,88,49,70.85185185185185,91,37,69.70370370370371,96,30,72.33333333333333,93,46,70.85185185185185,84,12,59.333333333333336,88,21,68.14814814814815,89,11,53.666666666666664,84,11,58.48148148148148,81,12,57.55555555555556,85,13,58.370370370370374,81,17,55.96296296296296,83,14,53.888888888888886,78,3,17.22222222222222,81,3,17.814814814814813,82,3,17.25925925925926,76,3,17.444444444444443,87,3,17.88888888888889,82,65,71.07692307692308,44,19,27.23076923076923,4,1,2.5384615384615383,87,24,62.0,87,12,60.69230769230769,74,12,43.92307692307692,75,14,44.0,75,12,46.53846153846154,80,29,55.92307692307692,80,52,63.30769230769231,83,10,52.07692307692308,77,15,45.0,71,16,57.38461538461539,80,44,64.6923076923077,78,14,55.15384615384615,79,16,62.76923076923077,78,14,57.69230769230769,92,28,68.53846153846153,92,39,68.15384615384616,92,23,63.92307692307692,78,42,65.46153846153847,84,41,66.15384615384616,86,21,63.76923076923077,81,39,63.53846153846154,70,14,49.69230769230769,75,18,59.23076923076923,78,13,51.46153846153846,71,13,53.84615384615385,75,14,48.46153846153846,74,12,48.69230769230769,73,15,51.0,69,12,47.76923076923077,75,8,19.692307692307693,74,7,20.76923076923077,77,8,21.153846153846153,72,7,20.384615384615383,79,6,20.0
21,30931,2009-06-17,Australia,Japan,2,1,FIFA World Cup qualification,Melbourne,Australia,False,2009,1,H,78,57,70.15789473684211,37,18,26.63157894736842,4,1,2.4210526315789473,75,18,58.526315789473685,76,11,57.1578947368421,78,11,45.21052631578947,74,11,46.68421052631579,75,13,49.31578947368421,88,35,61.21052631578947,80,49,65.52631578947368,78,6,52.0,76,17,47.473684210526315,80,30,58.21052631578947,75,34,61.63157894736842,74,11,52.526315789473685,79,22,60.21052631578947,79,12,55.0,91,44,70.47368421052632,91,45,71.15789473684211,90,34,67.78947368421052,85,29,67.94736842105263,86,30,67.15789473684211,85,25,64.57894736842105,94,34,68.57894736842105,93,11,51.05263157894737,74,18,56.473684210526315,71,11,49.36842105263158,72,11,50.473684210526315,73,13,50.73684210526316,78,12,41.36842105263158,80,25,53.63157894736842,82,11,44.421052631578945,76,6,20.789473684210527,81,6,20.57894736842105,81,7,20.526315789473685,75,7,20.526315789473685,79,6,21.157894736842106,82,69,74.3529411764706,34,22,26.941176470588236,4,1,2.6470588235294117,85,12,67.17647058823529,88,8,64.88235294117646,76,9,45.23529411764706,78,11,45.11764705882353,79,12,46.94117647058823,80,16,52.64705882352941,84,58,72.58823529411765,83,11,59.05882352941177,73,12,48.05882352941177,81,25,61.35294117647059,81,26,65.52941176470588,78,12,55.0,84,17,67.0,82,28,59.1764705882353,87,34,73.05882352941177,84,32,69.47058823529412,85,30,71.0,78,34,59.294117647058826,92,46,72.23529411764706,95,34,74.88235294117646,90,54,72.17647058823529,74,11,53.529411764705884,84,15,59.64705882352941,76,8,49.94117647058823,82,6,53.05882352941177,85,13,56.705882352941174,84,10,51.11764705882353,78,15,53.0,75,9,51.529411764705884,71,5,15.470588235294118,72,3,17.41176470588235,75,5,17.470588235294116,73,3,16.647058823529413,74,3,17.058823529411764
22,30933,2009-06-17,Korea Republic,Iran,1,1,FIFA World Cup qualification,Seoul,Korea Republic,False,2009,0,T,74,67,70.5,30,26,28.0,2,2,2.0,65,50,57.5,69,55,62.0,70,66,68.0,69,66,67.5,72,70,71.0,79,63,71.0,74,70,72.0,73,52,62.5,63,56,59.5,62,62,62.0,60,60,60.0,75,75,75.0,67,64,65.5,66,61,63.5,87,81,84.0,90,53,71.5,90,90,90.0,71,60,65.5,80,64,72.0,77,70,73.5,87,86,86.5,58,44,51.0,72,53,62.5,55,24,39.5,66,58,62.0,76,59,67.5,73,56,64.5,70,45,57.5,45,24,34.5,10,7,8.5,16,11,13.5,13,6,9.5,15,11,13.0,15,15,15.0,77,62,70.55555555555556,30,20,24.333333333333332,4,1,2.7777777777777777,76,15,66.33333333333333,79,7,65.55555555555556,63,7,33.44444444444444,61,14,38.666666666666664,70,14,40.111111111111114,68,26,55.77777777777778,75,58,68.55555555555556,75,6,60.0,66,14,42.44444444444444,73,44,62.44444444444444,77,34,59.44444444444444,75,12,58.111111111111114,74,24,60.888888888888886,66,18,52.111111111111114,88,22,72.66666666666667,91,22,72.66666666666667,82,21,62.44444444444444,74,41,64.55555555555556,88,36,68.0,82,44,70.66666666666667,90,52,66.44444444444444,76,13,56.22222222222222,78,14,62.44444444444444,79,8,60.111111111111114,76,5,58.77777777777778,67,13,54.22222222222222,69,14,48.44444444444444,71,11,53.888888888888886,72,6,56.666666666666664,58,6,15.333333333333334,63,6,15.666666666666666,59,6,17.0,60,7,16.0,63,7,17.11111111111111
